Station,Statname,Latitude,Longitude,Elevation,Category,Technology,Status,InstDate,SuspDate,State,County,Stream,Operator,AHName,SZName,SZHName,Timezone,Datetime,Clouds,Dewpoint,Feelslike,Humidity,Pressure,Rain,Temp,UVI,Visibility,Winddeg,Windgust,Windspeed,OWMid,OWMmain,OWMdesc,OWMicon,Julian
25025080,"AEROPUERTO RAFAEL BARVO [25025080]",9.333889,-75.283056,166.000000,Sinóptica Secundaria,Convencional,Activa,1940-06-15 00:00:00,NaT,Sucre,Corozal,Ay Libra Arriba,Area Operativa 02 - Atlántico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,America/Bogota,2022-01-09 09:00:00,89.000000,20.650000,23.370000,88.000000,1012.000000,,22.740000,0.000000,10000.000000,135.000000,1.07,0.960000,804,Clouds,overcast clouds,04n,09
25025080,"AEROPUERTO RAFAEL BARVO [25025080]",9.333889,-75.283056,166.000000,Sinóptica Secundaria,Convencional,Activa,1940-06-15 00:00:00,NaT,Sucre,Corozal,Ay Libra Arriba,Area Operativa 02 - Atlántico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,America/Bogota,2022-01-09 10:00:00,80.000000,20.700000,23.070000,90.000000,1012.000000,,22.420000,0.000000,10000.000000,106.000000,1.75,1.720000,803,Clouds,broken clouds,04n,10
25025080,"AEROPUERTO RAFAEL BARVO [25025080]",9.333889,-75.283056,166.000000,Sinóptica Secundaria,Convencional,Activa,1940-06-15 00:00:00,NaT,Sucre,Corozal,Ay Libra Arriba,Area Operativa 02 - Atlántico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,America/Bogota,2022-01-09 11:00:00,65.000000,20.630000,22.650000,92.000000,1013.000000,,21.990000,0.000000,10000.000000,101.000000,3.15,2.430000,803,Clouds,broken clouds,04n,11
25025080,"AEROPUERTO RAFAEL BARVO [25025080]",9.333889,-75.283056,166.000000,Sinóptica Secundaria,Convencional,Activa,1940-06-15 00:00:00,NaT,Sucre,Corozal,Ay Libra Arriba,Area Operativa 02 - Atlántico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,America/Bogota,2022-01-09 12:00:00,11.000000,21.170000,23.080000,93.000000,1013.000000,,22.360000,0.220000,10000.000000,102.000000,4.74,2.770000,801,Clouds,few clouds,02d,12
25025080,"AEROPUERTO RAFAEL BARVO [25025080]",9.333889,-75.283056,166.000000,Sinóptica Secundaria,Convencional,Activa,1940-06-15 00:00:00,NaT,Sucre,Corozal,Ay Libra Arriba,Area Operativa 02 - Atlántico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,America/Bogota,2022-01-09 13:00:00,16.000000,21.410000,24.970000,84.000000,1014.000000,,24.290000,1.540000,10000.000000,106.000000,4.34,3.150000,801,Clouds,few clouds,02d,13
25025080,"AEROPUERTO RAFAEL BARVO [25025080]",9.333889,-75.283056,166.000000,Sinóptica Secundaria,Convencional,Activa,1940-06-15 00:00:00,NaT,Sucre,Corozal,Ay Libra Arriba,Area Operativa 02 - Atlántico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,America/Bogota,2022-01-09 14:00:00,17.000000,21.380000,26.160000,75.000000,1015.000000,,26.160000,3.930000,10000.000000,120.000000,4.59,3.490000,801,Clouds,few clouds,02d,14
25025080,"AEROPUERTO RAFAEL BARVO [25025080]",9.333889,-75.283056,166.000000,Sinóptica Secundaria,Convencional,Activa,1940-06-15 00:00:00,NaT,Sucre,Corozal,Ay Libra Arriba,Area Operativa 02 - Atlántico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,America/Bogota,2022-01-09 15:00:00,29.000000,21.550000,30.090000,69.000000,1014.000000,,27.760000,6.920000,10000.000000,124.000000,4.27,3.530000,802,Clouds,scattered clouds,03d,15
25025080,"AEROPUERTO RAFAEL BARVO [25025080]",9.333889,-75.283056,166.000000,Sinóptica Secundaria,Convencional,Activa,1940-06-15 00:00:00,NaT,Sucre,Corozal,Ay Libra Arriba,Area Operativa 02 - Atlántico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,America/Bogota,2022-01-09 16:00:00,44.000000,20.840000,31.420000,61.000000,1014.000000,,29.130000,9.460000,10000.000000,125.000000,3.91,3.290000,802,Clouds,scattered clouds,03d,16
25025080,"AEROPUERTO RAFAEL BARVO [25025080]",9.333889,-75.283056,166.000000,Sinóptica Secundaria,Convencional,Activa,1940-06-15 00:00:00,NaT,Sucre,Corozal,Ay Libra Arriba,Area Operativa 02 - Atlántico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,America/Bogota,2022-01-09 17:00:00,49.000000,19.850000,32.010000,54.000000,1013.000000,,30.180000,10.460000,10000.000000,130.000000,3.46,2.950000,802,Clouds,scattered clouds,03d,17
25025080,"AEROPUERTO RAFAEL BARVO [25025080]",9.333889,-75.283056,166.000000,Sinóptica Secundaria,Convencional,Activa,1940-06-15 00:00:00,NaT,Sucre,Corozal,Ay Libra Arriba,Area Operativa 02 - Atlántico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,America/Bogota,2022-01-09 18:00:00,14.000000,19.490000,32.460000,51.000000,1011.000000,,30.790000,9.580000,10000.000000,125.000000,3.26,2.770000,801,Clouds,few clouds,02d,18
25025080,"AEROPUERTO RAFAEL BARVO [25025080]",9.333889,-75.283056,166.000000,Sinóptica Secundaria,Convencional,Activa,1940-06-15 00:00:00,NaT,Sucre,Corozal,Ay Libra Arriba,Area Operativa 02 - Atlántico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,America/Bogota,2022-01-09 19:00:00,24.000000,18.840000,32.470000,48.000000,1010.000000,,31.150000,6.740000,10000.000000,117.000000,2.94,2.360000,801,Clouds,few clouds,02d,19
25025080,"AEROPUERTO RAFAEL BARVO [25025080]",9.333889,-75.283056,166.000000,Sinóptica Secundaria,Convencional,Activa,1940-06-15 00:00:00,NaT,Sucre,Corozal,Ay Libra Arriba,Area Operativa 02 - Atlántico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,America/Bogota,2022-01-09 20:00:00,26.000000,18.620000,32.470000,47.000000,1009.000000,,31.270000,3.910000,10000.000000,113.000000,2.55,1.800000,802,Clouds,scattered clouds,03d,20
25025080,"AEROPUERTO RAFAEL BARVO [25025080]",9.333889,-75.283056,166.000000,Sinóptica Secundaria,Convencional,Activa,1940-06-15 00:00:00,NaT,Sucre,Corozal,Ay Libra Arriba,Area Operativa 02 - Atlántico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,America/Bogota,2022-01-09 21:00:00,32.000000,18.740000,32.300000,48.000000,1009.000000,,31.040000,1.570000,10000.000000,96.000000,2.32,1.080000,802,Clouds,scattered clouds,03d,21
25025080,"AEROPUERTO RAFAEL BARVO [25025080]",9.333889,-75.283056,166.000000,Sinóptica Secundaria,Convencional,Activa,1940-06-15 00:00:00,NaT,Sucre,Corozal,Ay Libra Arriba,Area Operativa 02 - Atlántico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,America/Bogota,2022-01-09 22:00:00,38.000000,20.510000,32.160000,57.000000,1009.000000,,29.950000,0.330000,10000.000000,342.000000,1.91,1.010000,802,Clouds,scattered clouds,03d,22
25025080,"AEROPUERTO RAFAEL BARVO [25025080]",9.333889,-75.283056,166.000000,Sinóptica Secundaria,Convencional,Activa,1940-06-15 00:00:00,NaT,Sucre,Corozal,Ay Libra Arriba,Area Operativa 02 - Atlántico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,America/Bogota,2022-01-09 23:00:00,40.000000,20.570000,26.250000,71.000000,1009.000000,,26.250000,0.000000,10000.000000,303.000000,4.95,3.500000,802,Clouds,scattered clouds,03n,23
23175020,"AEROPUERTO OTU [23175020]",7.011750,-74.716306,643.000000,Sinóptica Secundaria,Convencional,Activa,1940-05-15 00:00:00,NaT,Antioquia,Remedios,Riosucio,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Medio Magdalena,Río Cimitarra y otros directos al Magdalena,America/Bogota,2022-01-09 00:00:00,8.000000,19.380000,20.450000,97.000000,1013.000000,,19.870000,0.000000,10000.000000,282.000000,1.66,1.180000,800,Clear,clear sky,01n,00
23175020,"AEROPUERTO OTU [23175020]",7.011750,-74.716306,643.000000,Sinóptica Secundaria,Convencional,Activa,1940-05-15 00:00:00,NaT,Antioquia,Remedios,Riosucio,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Medio Magdalena,Río Cimitarra y otros directos al Magdalena,America/Bogota,2022-01-09 01:00:00,24.000000,19.010000,19.880000,98.000000,1014.000000,0.35,19.330000,0.000000,10000.000000,264.000000,1.6,1.290000,500,Rain,light rain,10n,01
23175020,"AEROPUERTO OTU [23175020]",7.011750,-74.716306,643.000000,Sinóptica Secundaria,Convencional,Activa,1940-05-15 00:00:00,NaT,Antioquia,Remedios,Riosucio,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Medio Magdalena,Río Cimitarra y otros directos al Magdalena,America/Bogota,2022-01-09 02:00:00,24.000000,18.720000,19.560000,98.000000,1015.000000,0.24,19.040000,0.000000,10000.000000,263.000000,1.75,1.220000,500,Rain,light rain,10n,02
23175020,"AEROPUERTO OTU [23175020]",7.011750,-74.716306,643.000000,Sinóptica Secundaria,Convencional,Activa,1940-05-15 00:00:00,NaT,Antioquia,Remedios,Riosucio,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Medio Magdalena,Río Cimitarra y otros directos al Magdalena,America/Bogota,2022-01-09 03:00:00,25.000000,18.520000,19.340000,98.000000,1015.000000,,18.840000,0.000000,10000.000000,269.000000,1.66,1.200000,802,Clouds,scattered clouds,03n,03
23175020,"AEROPUERTO OTU [23175020]",7.011750,-74.716306,643.000000,Sinóptica Secundaria,Convencional,Activa,1940-05-15 00:00:00,NaT,Antioquia,Remedios,Riosucio,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Medio Magdalena,Río Cimitarra y otros directos al Magdalena,America/Bogota,2022-01-09 04:00:00,30.000000,18.340000,19.140000,98.000000,1015.000000,,18.660000,0.000000,10000.000000,267.000000,1.57,1.240000,802,Clouds,scattered clouds,03n,04
23175020,"AEROPUERTO OTU [23175020]",7.011750,-74.716306,643.000000,Sinóptica Secundaria,Convencional,Activa,1940-05-15 00:00:00,NaT,Antioquia,Remedios,Riosucio,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Medio Magdalena,Río Cimitarra y otros directos al Magdalena,America/Bogota,2022-01-09 05:00:00,44.000000,18.260000,19.050000,98.000000,1015.000000,,18.580000,0.000000,10000.000000,265.000000,1.54,1.240000,802,Clouds,scattered clouds,03n,05
23175020,"AEROPUERTO OTU [23175020]",7.011750,-74.716306,643.000000,Sinóptica Secundaria,Convencional,Activa,1940-05-15 00:00:00,NaT,Antioquia,Remedios,Riosucio,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Medio Magdalena,Río Cimitarra y otros directos al Magdalena,America/Bogota,2022-01-09 06:00:00,30.000000,17.860000,18.920000,96.000000,1014.000000,,18.510000,0.000000,10000.000000,270.000000,1.44,1.110000,802,Clouds,scattered clouds,03n,06
23175020,"AEROPUERTO OTU [23175020]",7.011750,-74.716306,643.000000,Sinóptica Secundaria,Convencional,Activa,1940-05-15 00:00:00,NaT,Antioquia,Remedios,Riosucio,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Medio Magdalena,Río Cimitarra y otros directos al Magdalena,America/Bogota,2022-01-09 07:00:00,36.000000,17.650000,18.690000,96.000000,1014.000000,,18.300000,0.000000,10000.000000,282.000000,1.37,1.040000,802,Clouds,scattered clouds,03n,07
23175020,"AEROPUERTO OTU [23175020]",7.011750,-74.716306,643.000000,Sinóptica Secundaria,Convencional,Activa,1940-05-15 00:00:00,NaT,Antioquia,Remedios,Riosucio,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Medio Magdalena,Río Cimitarra y otros directos al Magdalena,America/Bogota,2022-01-09 08:00:00,42.000000,17.740000,18.480000,98.000000,1013.000000,,18.060000,0.000000,10000.000000,284.000000,1.42,1.150000,802,Clouds,scattered clouds,03n,08
23175020,"AEROPUERTO OTU [23175020]",7.011750,-74.716306,643.000000,Sinóptica Secundaria,Convencional,Activa,1940-05-15 00:00:00,NaT,Antioquia,Remedios,Riosucio,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Medio Magdalena,Río Cimitarra y otros directos al Magdalena,America/Bogota,2022-01-09 09:00:00,37.000000,17.630000,18.360000,98.000000,1014.000000,,17.950000,0.000000,10000.000000,276.000000,1.16,1.060000,802,Clouds,scattered clouds,03n,09
23175020,"AEROPUERTO OTU [23175020]",7.011750,-74.716306,643.000000,Sinóptica Secundaria,Convencional,Activa,1940-05-15 00:00:00,NaT,Antioquia,Remedios,Riosucio,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Medio Magdalena,Río Cimitarra y otros directos al Magdalena,America/Bogota,2022-01-09 10:00:00,33.000000,17.520000,18.240000,98.000000,1014.000000,,17.840000,0.000000,10000.000000,275.000000,0.87,0.800000,802,Clouds,scattered clouds,03n,10
23175020,"AEROPUERTO OTU [23175020]",7.011750,-74.716306,643.000000,Sinóptica Secundaria,Convencional,Activa,1940-05-15 00:00:00,NaT,Antioquia,Remedios,Riosucio,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Medio Magdalena,Río Cimitarra y otros directos al Magdalena,America/Bogota,2022-01-09 11:00:00,44.000000,17.490000,18.210000,98.000000,1014.000000,,17.810000,0.000000,10000.000000,264.000000,0.94,0.930000,802,Clouds,scattered clouds,03n,11
23175020,"AEROPUERTO OTU [23175020]",7.011750,-74.716306,643.000000,Sinóptica Secundaria,Convencional,Activa,1940-05-15 00:00:00,NaT,Antioquia,Remedios,Riosucio,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Medio Magdalena,Río Cimitarra y otros directos al Magdalena,America/Bogota,2022-01-09 12:00:00,12.000000,18.060000,19.300000,95.000000,1015.000000,,18.880000,0.380000,10000.000000,248.000000,0.8,0.670000,801,Clouds,few clouds,02d,12
23175020,"AEROPUERTO OTU [23175020]",7.011750,-74.716306,643.000000,Sinóptica Secundaria,Convencional,Activa,1940-05-15 00:00:00,NaT,Antioquia,Remedios,Riosucio,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Medio Magdalena,Río Cimitarra y otros directos al Magdalena,America/Bogota,2022-01-09 13:00:00,18.000000,19.220000,21.940000,87.000000,1016.000000,,21.470000,1.750000,10000.000000,296.000000,1.02,0.440000,801,Clouds,few clouds,02d,13
23175020,"AEROPUERTO OTU [23175020]",7.011750,-74.716306,643.000000,Sinóptica Secundaria,Convencional,Activa,1940-05-15 00:00:00,NaT,Antioquia,Remedios,Riosucio,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Medio Magdalena,Río Cimitarra y otros directos al Magdalena,America/Bogota,2022-01-09 14:00:00,13.000000,20.150000,23.740000,83.000000,1016.000000,0.35,23.200000,4.350000,10000.000000,3.000000,1.25,0.920000,500,Rain,light rain,10d,14
23175020,"AEROPUERTO OTU [23175020]",7.011750,-74.716306,643.000000,Sinóptica Secundaria,Convencional,Activa,1940-05-15 00:00:00,NaT,Antioquia,Remedios,Riosucio,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Medio Magdalena,Río Cimitarra y otros directos al Magdalena,America/Bogota,2022-01-09 15:00:00,14.000000,20.760000,24.620000,82.000000,1015.000000,0.71,24.020000,7.500000,10000.000000,20.000000,1.4,1.020000,500,Rain,light rain,10d,15
23175020,"AEROPUERTO OTU [23175020]",7.011750,-74.716306,643.000000,Sinóptica Secundaria,Convencional,Activa,1940-05-15 00:00:00,NaT,Antioquia,Remedios,Riosucio,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Medio Magdalena,Río Cimitarra y otros directos al Magdalena,America/Bogota,2022-01-09 16:00:00,20.000000,21.150000,25.470000,80.000000,1014.000000,0.81,24.840000,10.210000,10000.000000,43.000000,1.22,0.830000,500,Rain,light rain,10d,16
23175020,"AEROPUERTO OTU [23175020]",7.011750,-74.716306,643.000000,Sinóptica Secundaria,Convencional,Activa,1940-05-15 00:00:00,NaT,Antioquia,Remedios,Riosucio,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Medio Magdalena,Río Cimitarra y otros directos al Magdalena,America/Bogota,2022-01-09 17:00:00,22.000000,20.770000,26.310000,74.000000,1013.000000,0.62,25.750000,11.220000,10000.000000,51.000000,1.25,0.540000,500,Rain,light rain,10d,17
23175020,"AEROPUERTO OTU [23175020]",7.011750,-74.716306,643.000000,Sinóptica Secundaria,Convencional,Activa,1940-05-15 00:00:00,NaT,Antioquia,Remedios,Riosucio,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Medio Magdalena,Río Cimitarra y otros directos al Magdalena,America/Bogota,2022-01-09 18:00:00,19.000000,17.420000,29.510000,50.000000,1011.000000,0.32,28.880000,10.210000,10000.000000,28.000000,1.77,1.520000,500,Rain,light rain,10d,18
23175020,"AEROPUERTO OTU [23175020]",7.011750,-74.716306,643.000000,Sinóptica Secundaria,Convencional,Activa,1940-05-15 00:00:00,NaT,Antioquia,Remedios,Riosucio,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Medio Magdalena,Río Cimitarra y otros directos al Magdalena,America/Bogota,2022-01-09 19:00:00,24.000000,17.470000,29.570000,50.000000,1010.000000,0.16,28.930000,7.590000,10000.000000,5.000000,2.33,1.760000,500,Rain,light rain,10d,19
23175020,"AEROPUERTO OTU [23175020]",7.011750,-74.716306,643.000000,Sinóptica Secundaria,Convencional,Activa,1940-05-15 00:00:00,NaT,Antioquia,Remedios,Riosucio,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Medio Magdalena,Río Cimitarra y otros directos al Magdalena,America/Bogota,2022-01-09 20:00:00,18.000000,17.600000,29.120000,52.000000,1009.000000,,28.400000,4.400000,10000.000000,358.000000,2.56,2.010000,801,Clouds,few clouds,02d,20
23175020,"AEROPUERTO OTU [23175020]",7.011750,-74.716306,643.000000,Sinóptica Secundaria,Convencional,Activa,1940-05-15 00:00:00,NaT,Antioquia,Remedios,Riosucio,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Medio Magdalena,Río Cimitarra y otros directos al Magdalena,America/Bogota,2022-01-09 21:00:00,27.000000,18.490000,27.970000,60.000000,1009.000000,,26.910000,1.770000,10000.000000,359.000000,2.92,2.100000,802,Clouds,scattered clouds,03d,21
23175020,"AEROPUERTO OTU [23175020]",7.011750,-74.716306,643.000000,Sinóptica Secundaria,Convencional,Activa,1940-05-15 00:00:00,NaT,Antioquia,Remedios,Riosucio,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Medio Magdalena,Río Cimitarra y otros directos al Magdalena,America/Bogota,2022-01-09 22:00:00,32.000000,19.600000,25.210000,73.000000,1010.000000,0.15,24.770000,0.360000,10000.000000,360.000000,4.9,1.820000,500,Rain,light rain,10d,22
23175020,"AEROPUERTO OTU [23175020]",7.011750,-74.716306,643.000000,Sinóptica Secundaria,Convencional,Activa,1940-05-15 00:00:00,NaT,Antioquia,Remedios,Riosucio,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Medio Magdalena,Río Cimitarra y otros directos al Magdalena,America/Bogota,2022-01-09 23:00:00,30.000000,19.530000,22.110000,88.000000,1011.000000,,21.600000,0.000000,10000.000000,321.000000,1.25,1.060000,802,Clouds,scattered clouds,03n,23
