,CODIGO,nombre,FECHA_INST,altitud,latitud,longitud,FECHA_SUSP,ENTIDAD,CategId,DEMValue,COD_AH,COD_ZH,COD_SZH,NOM_AH,NOM_ZH,NOM_SZH,Akm2_SZH
371,27017510,COLNYLON  [27017510],1980-03-15 00:00:00,1552.0,6.16666667,-75.6,1985-07-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LM,1548,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
372,27017520,BRISAS DEL AYURA  [27017520],1980-03-15 00:00:00,1520.0,6.18333333,-75.58333332999999,1985-07-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LM,1536,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
373,27017530,SURIBIOS LOS PP-5  [27017530],1981-09-15 00:00:00,1455.0,6.91666667,-75.05,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,1543,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
374,27017540,GABINO  [27017540],1980-03-15 00:00:00,1056.0,6.55,-75.2,1982-12-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LM,1066,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
375,27017550,COLTEJER  [27017550],1981-05-15 00:00:00,1570.0,6.18333333,-75.6,1984-11-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LM,1545,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
376,27017560,OLLA LA  [27017560],1981-06-15 00:00:00,1585.0,6.15,-75.63333333,1985-07-15 00:00:00,EE.PP.MM,LM,1632,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
377,27017570,GUAMITO RMS 19  [27017570],1981-11-15 00:00:00,2200.0,6.36666667,-75.36666667,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,2234,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
378,27017580,VIBORA LA PP 10  [27017580],1981-09-15 00:00:00,1530.0,6.91666667,-75.08333332999999,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,1557,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
379,27017590,PTE AUTOPISTA  [27017590],1981-09-15 00:00:00,1470.0,6.26666667,-75.58333332999999,1982-04-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LM,1615,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
380,27017600,GARCIA LA  [27017600],1984-03-15 00:00:00,1417.0,6.33333333,-75.56666666999999,1985-07-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LM,1518,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
381,27017610,PIEDRAS BLANCAS  [27017610],1958-07-15 00:00:00,2352.0,6.28333333,-75.5,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LM,2422,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
382,27017620,CARACOLI PP 6  [27017620],1982-05-15 00:00:00,1675.0,6.95,-75.08333332999999,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,1215,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
383,27017630,QUEBRADONA  [27017630],1958-06-15 00:00:00,2095.0,6.51666667,-75.4,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LM,2113,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
384,27017640,TRONERAS G2D EMB  [27017640],1972-10-15 00:00:00,1776.0,6.78333333,-75.25,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,1773,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
385,27017650,EMBALSE LA GARCIA  [27017650],1952-04-15 00:00:00,1946.0,6.35,-75.5,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LM,1437,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
386,27017660,FABRICATO  [27017660],1980-10-15 00:00:00,1420.0,6.33333333,-75.56666666999999,1985-09-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,1518,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
387,27017670,YE LA RG 10  [27017670],1982-03-15 00:00:00,2340.0,6.48333333,-75.55,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,2528,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
388,27017680,ERMITAÑO EL PP 7  [27017680],1983-03-15 00:00:00,100.0,7.31666667,-74.9,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,194,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
389,27017690,ANIMAS LAS RG 11  [27017690],1982-12-15 00:00:00,2250.0,6.46666667,-75.46666667,1989-02-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,2387,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
390,27017700,DESEMBOCADURA  [27017700],1983-10-15 00:00:00,2400.0,6.66666667,-75.51666666999999,1985-11-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LM,2495,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
391,27017710,DESEMBOCADURA  [27017710],1983-05-15 00:00:00,2400.0,6.65,-75.5,1985-11-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LM,2518,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
392,27017720,BRAMADORA  [27017720],1983-05-15 00:00:00,2400.0,6.65,-75.5,1985-12-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LM,2518,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
393,27017730,DESEMBOCADURA OBAN  [27017730],1983-05-15 00:00:00,2115.0,6.55,-75.46666667,1985-12-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,2290,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
394,27017740,SALAZAR PP 9  [27017740],1981-11-15 00:00:00,1380.0,6.93333333,-75.03333332999999,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,1485,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
395,27017750,ENTRERRIOS RG 12  [27017750],1985-10-15 00:00:00,2275.0,6.56666667,-75.51666666999999,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,2298,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
396,27017760,"CAPTACION GIV,G9  [27017760]",1985-08-15 00:00:00,1122.0,6.78333333,-75.21666667,1991-02-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,1776,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
397,27017770,MATA PP 8  [27017770],1986-09-15 00:00:00,120.0,7.25,-74.91666667,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,191,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
398,27017780,STA BARBARA G 10  [27017780],1986-08-15 00:00:00,1800.0,6.71666667,-75.28333332999999,1988-02-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,1863,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
399,27017790,PAZ LA G 11  [27017790],1986-08-15 00:00:00,1800.0,6.73333333,-75.28333332999999,1988-02-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,1830,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
400,27017800,CARMELO EL G 12  [27017800],1986-07-15 00:00:00,1780.0,6.71666667,-75.26666666999999,1989-03-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,1843,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
401,27017810,ANCON NORTE RMS 20  [27017810],1988-10-15 00:00:00,1380.0,6.36666667,-75.48333333,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,1657,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
402,27017820,VEGA LA G 13  [27017820],1988-11-15 00:00:00,1800.0,6.71666667,-75.3,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,1874,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
403,27017830,FLOR LA G 14  [27017830],1988-11-15 00:00:00,1890.0,6.71666667,-75.3,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,1874,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
404,27017840,SOBRANTE P BLANCAS  [27017840],1952-04-15 00:00:00,2350.0,6.28333333,-75.5,1984-12-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,2422,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
405,27017850,GEN RIOGRANDE  [27017850],1955-07-15 00:00:00,1775.0,6.53333333,-75.36666667,1964-08-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,2002,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
406,27017860,ANIMAS LAS RG 11A  [27017860],1989-02-15 00:00:00,2295.0,6.38333333,-75.45,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,1364,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
407,27017870,CUBERA LA  [27017870],1991-02-15 00:00:00,2400.0,6.28333333,-75.5,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,2422,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
408,27017880,VETA LA  [27017880],1991-02-15 00:00:00,2400.0,6.28333333,-75.5,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,2422,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
409,27017890,PINOS LOS G-15  [27017890],1991-05-15 00:00:00,1770.0,6.7,-75.26666666999999,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,1863,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
410,27017900,TRONERAS G-16  [27017900],1991-05-15 00:00:00,1790.0,6.7,-75.28333332999999,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,1827,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
411,27017910,TACHUELO G-17  [27017910],1991-05-15 00:00:00,1770.0,6.7,-75.3,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,2019,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
412,27017920,ATAJOS LOS RG-14  [27017920],1991-09-15 00:00:00,2350.0,6.66666667,-75.51666666999999,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,2495,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
413,27017930,CAPTAC RIOGRANDEII  [27017930],1990-12-15 00:00:00,2275.0,6.48333333,-75.46666667,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,2319,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
414,27017940,PAZ LA G-18  [27017940],1992-11-15 00:00:00,1800.0,6.7,-75.26666666999999,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,1863,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
415,27017950,MATADERO RMS-21  [27017950],1993-03-15 00:00:00,1270.0,6.43333333,-75.33333332999999,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,1390,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
416,27017980,G-12B EL CARMELO  [27017980],1993-07-15 00:00:00,1785.0,6.71666667,-75.28333332999999,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,1863,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
417,27017990,CARCAVA EXP CAROLI  [27017990],1993-05-15 00:00:00,1750.0,6.58333333,-75.33333332999999,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,1948,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
418,27018000,VILLA GRANDE  [27018000],1993-04-15 00:00:00,1500.0,6.16666667,-75.58333332999999,1993-08-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,1604,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
419,27018010,EMBALSE RIOGRANDE  [27018010],1990-01-15 00:00:00,2300.0,6.53333333,-75.38333333,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LM,2100,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
420,27018020,DIAMANTE EL PP-2A  [27018020],1994-07-15 00:00:00,945.0,6.71666667,-75.1,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,1041,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
421,27018030,MANANTIALES  [27018030],1998-03-02 00:00:00,2043.0,6.31666667,-75.53333332999999,NaT,ESTACIONES PARTICULARES,LM,1733,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
422,27018040,DESCARGA TASAJERA  [27018040],1998-01-19 00:00:00,1358.0,6.36666667,-75.41666667,NaT,ESTACIONES PARTICULARES,LM,2130,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
423,27018050,EMB RIO GRANDE II  [27018050],2004-10-14 00:00:00,2302.0,6.48333333,-75.45,NaT,ESTACIONES PARTICULARES,LM,2393,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
424,27018060,RMS-22 GIRARDOTA  [27018060],1995-03-22 00:00:00,1340.0,6.36666667,-75.45,NaT,ESTACIONES PARTICULARES,LM,1566,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
425,27018070,DESC.PORCE II  [27018070],2001-03-16 00:00:00,729.0,6.83333333,-75.16666667,NaT,ESTACIONES PARTICULARES,LM,1117,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
426,27018080,RESP.EMB.PORCE II  [27018080],2005-07-28 00:00:00,960.0,6.78333333,-75.13333333,NaT,ESTACIONES PARTICULARES,LM,927,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
427,27018090,GUADUAS  [27018090],1999-05-05 00:00:00,933.0,6.73333333,-75.08333332999999,NaT,ESTACIONES PARTICULARES,LM,1107,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
428,27018100,CANCANA LA  [27018100],1999-04-29 00:00:00,934.0,6.76666667,-75.06666666999999,NaT,ESTACIONES PARTICULARES,LM,979,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
429,27018110,DESC.GUADALUPE IV  [27018110],2004-04-23 00:00:00,924.0,6.83333333,-75.18333333,NaT,ESTACIONES PARTICULARES,LM,1123,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
430,27020300,YARUMAL SEMISIONES  [27020300],1955-10-15 00:00:00,2250.0,6.7,-75.3,NaT,FEDERACION NACIONAL DE CAFETEROS,PM,2019,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
431,27020420,BRAMADORA LA  [27020420],2002-02-21 00:00:00,654.0,6.9,-75.16666667,NaT,ESTACIONES PARTICULARES,PM,877,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
432,27027230,CHARCON LIBER PRN5  [27027230],1985-06-15 00:00:00,100.0,7.4,-74.88333333,1988-01-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,191,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
433,27027380,RESP.EMB.TRONERAS  [27027380],2003-10-30 00:00:00,1776.0,6.76666667,-75.25,NaT,ESTACIONES PARTICULARES,LM,1804,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
434,27030090,BOSQUE EL [27030090],1970-06-15 00:00:00,220.0,7.31930556,-74.83933332999999,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,200,2,27,2701,Magdalena Cauca,Nechí,Río Porce,5335.49126166
435,11130010,UNGUIA [11130010],1974-11-15 00:00:00,14.0,8.03677806,-77.08786083,2022-05-16 15:42:40,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,12,1,11,1115,Caribe,Atrato - Darién,Río Tanela y otros Directos al Caribe,1486.21499317
436,11130030,SAUTATA [11130030],1967-01-15 00:00:00,5.0,7.86666667,-77.16666667,1971-10-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,234,1,11,1115,Caribe,Atrato - Darién,Río Tanela y otros Directos al Caribe,1486.21499317
437,11135010,SAUTATA [11135010],1972-04-15 00:00:00,2.0,7.85,-77.11666667,2008-03-31 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,CO,24,1,11,1115,Caribe,Atrato - Darién,Río Tanela y otros Directos al Caribe,1486.21499317
438,11135030,UNGUIA - AUT [11135030],2005-09-24 00:00:00,14.0,8.03672222,-77.08786111,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,CP,11,1,11,1115,Caribe,Atrato - Darién,Río Tanela y otros Directos al Caribe,1486.21499317
439,11150020,TANELA [11150020],1974-11-15 00:00:00,10.0,8.162916670000001,-77.04041667,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,11,1,11,1115,Caribe,Atrato - Darién,Río Tanela y otros Directos al Caribe,1486.21499317
440,11155020,GLORIA LA [11155020],1980-04-15 00:00:00,5.0,8.266666670000001,-77.06666666999999,1986-12-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,CO,153,1,11,1115,Caribe,Atrato - Darién,Río Tanela y otros Directos al Caribe,1486.21499317
441,11140010,MARIRRIO [11140010],1987-07-15 00:00:00,1.0,8.0,-76.95,1989-07-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,31,1,11,1114,Caribe,Atrato - Darién,Directos Bajo Atrato entre río Sucio y desembocadura,2101.78374629
442,11141001,ESTACION_MATUNTUGO  [11141001],2016-03-17 00:00:00,0.0,8.137111110000001,-76.83577778,NaT,CORPORACION AUTONOMA REGIONAL DE URABA,MG,2,1,11,1114,Caribe,Atrato - Darién,Directos Bajo Atrato entre río Sucio y desembocadura,2101.78374629
443,12010170,NUEVO ORIENTE [12010170],1991-03-15 00:00:00,23.0,7.46033333,-76.68955556,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PG,40,1,11,1114,Caribe,Atrato - Darién,Directos Bajo Atrato entre río Sucio y desembocadura,2101.78374629
444,11150010,TITUMATE [11150010],1974-11-15 00:00:00,11.0,8.30805556,-77.07583333,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,9,1,11,1116,Caribe,Atrato - Darién,Río Tolo y otros Directos al Caribe,732.50413417
445,11150030,ACANDI [11150030],1980-04-15 00:00:00,160.0,8.53083333,-77.27694444,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,146,1,11,1116,Caribe,Atrato - Darién,Río Tolo y otros Directos al Caribe,732.50413417
446,11150040,INST DEL CHOCO  [11150040],1940-06-15 00:00:00,2.0,8.516666670000001,-77.28333332999999,1944-07-15 00:00:00,MINISTERIO DE AGRICULTURA,PM,11,1,11,1116,Caribe,Atrato - Darién,Río Tolo y otros Directos al Caribe,732.50413417
447,11150050,SAINT CRIC HDA  [11150050],1966-05-15 00:00:00,2.0,8.533333330000001,-77.28333332999999,1967-12-15 00:00:00,MINISTERIO DE AGRICULTURA,PM,115,1,11,1116,Caribe,Atrato - Darién,Río Tolo y otros Directos al Caribe,732.50413417
448,11155010,PLAYA LA [11155010],1971-08-15 00:00:00,2.0,8.533333330000001,-77.28333332999999,1977-01-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,CO,115,1,11,1116,Caribe,Atrato - Darién,Río Tolo y otros Directos al Caribe,732.50413417
449,11155030,CAPURGANA - AUT [11155030],2007-04-16 00:00:00,19.0,8.616249999999999,-77.32819444,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,MG,0,1,11,1116,Caribe,Atrato - Darién,Río Tolo y otros Directos al Caribe,732.50413417
450,11159010,CAPURGANA - AUT [11159010],1995-08-15 00:00:00,1.0,8.62,-77.33,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,MG,7,1,11,1116,Caribe,Atrato - Darién,Río Tolo y otros Directos al Caribe,732.50413417
451,12010010,TORMENTO EL [12010010],1972-01-15 00:00:00,20.0,7.76638889,-76.85527778,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,6,1,12,1201,Caribe,Caribe - Litoral,Río León,2330.2160918
452,12010020,PALMERA LA [12010020],1972-03-15 00:00:00,58.0,7.5,-76.59999972,2022-05-16 15:46:29,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,27,1,12,1201,Caribe,Caribe - Litoral,Río León,2330.2160918
453,12010030,BARRANQUILLITA [12010030],1974-12-15 00:00:00,18.0,7.57,-76.7,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,23,1,12,1201,Caribe,Caribe - Litoral,Río León,2330.2160918
454,12010040,TULENAPA [12010040],1974-08-15 00:00:00,30.0,7.66666667,-76.66666667,1982-08-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,24,1,12,1201,Caribe,Caribe - Litoral,Río León,2330.2160918
455,12010050,TOSCANA LA [12010050],1977-07-15 00:00:00,15.0,7.80805556,-76.70305556000001,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,23,1,12,1201,Caribe,Caribe - Litoral,Río León,2330.2160918
456,12010060,LORENA LA [12010060],1976-07-15 00:00:00,10.0,7.863055559999999,-76.68916666999999,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,18,1,12,1201,Caribe,Caribe - Litoral,Río León,2330.2160918
457,12010070,CASCO EL [12010070],1977-07-15 00:00:00,18.0,7.88444444,-76.64777778,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,31,1,12,1201,Caribe,Caribe - Litoral,Río León,2330.2160918
458,12010080,SANTA ISABEL [12010080],1977-07-15 00:00:00,30.0,7.75,-76.66666667,1994-04-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,40,1,12,1201,Caribe,Caribe - Litoral,Río León,2330.2160918
459,12010090,TRIGANA [12010090],1977-06-15 00:00:00,21.0,7.74766667,-76.71188889,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,28,1,12,1201,Caribe,Caribe - Litoral,Río León,2330.2160918
460,12010100,EUPOL [12010100],1977-07-15 00:00:00,10.0,7.94552778,-76.61738889,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,18,1,12,1201,Caribe,Caribe - Litoral,Río León,2330.2160918
461,12010120,SANTA MARTHA [12010120],1977-07-15 00:00:00,21.0,7.92383333,-76.64908333,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,26,1,12,1201,Caribe,Caribe - Litoral,Río León,2330.2160918
462,12010130,CHIGORODO [12010130],1966-01-15 00:00:00,30.0,7.7,-76.7,1972-03-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,27,1,12,1201,Caribe,Caribe - Litoral,Río León,2330.2160918
463,12010140,RIOGRANDE [12010140],1972-01-15 00:00:00,5.0,7.93333333,-76.63333333,1977-07-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,121,1,12,1201,Caribe,Caribe - Litoral,Río León,2330.2160918
464,12010150,VILLA ARTEAGA [12010150],1946-01-15 00:00:00,150.0,7.45,-76.61666667,1972-03-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,22,1,12,1201,Caribe,Caribe - Litoral,Río León,2330.2160918
465,12010160,SAN JOSE APARTADO [12010160],1984-08-15 00:00:00,100.0,7.86666667,-76.6,1997-12-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PG,9,1,12,1201,Caribe,Caribe - Litoral,Río León,2330.2160918
466,12010180,CHOROMANDO HACIENDA [12010180],1984-08-15 00:00:00,150.0,7.95,-76.58333332999999,1997-10-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PG,280,1,12,1201,Caribe,Caribe - Litoral,Río León,2330.2160918
467,12015010,VILLARTEAGA [12015010],1972-03-15 00:00:00,132.0,7.33466667,-76.48602778,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,CO,141,1,12,1201,Caribe,Caribe - Litoral,Río León,2330.2160918
468,12015020,UNIBAN [12015020],1977-08-15 00:00:00,43.0,7.82591667,-76.65133333,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,AM,39,1,12,1201,Caribe,Caribe - Litoral,Río León,2330.2160918
469,12015030,IDEMA-MONTECRISANTO [12015030],1972-03-15 00:00:00,40.0,7.65,-76.68333333,1982-08-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,CO,38,1,12,1201,Caribe,Caribe - Litoral,Río León,2330.2160918
470,12015040,NEGRA LA 1 [12015040],1977-07-15 00:00:00,2.0,7.95,-76.68333333,1982-12-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,ME,15,1,12,1201,Caribe,Caribe - Litoral,Río León,2330.2160918
471,12015050,RIOGRANDE [12015050],1982-09-15 00:00:00,20.0,7.91666667,-76.63333333,1992-12-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,CO,159,1,12,1201,Caribe,Caribe - Litoral,Río León,2330.2160918
472,12015060,TULENAPA  - AUT [12015060],1982-08-15 00:00:00,39.0,7.77,-76.67,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,CO,38,1,12,1201,Caribe,Caribe - Litoral,Río León,2330.2160918
473,12015070,AEROPUERTO LOS CEDROS [12015070],1983-05-15 00:00:00,41.0,7.81638889,-76.71788889,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,SP,19,1,12,1201,Caribe,Caribe - Litoral,Río León,2330.2160918
